Date,Open,High,Low,Close,Adj Close,Volume
2007-09-25,102.360001,102.370003,102.120003,102.169998,79.113625,13100
2007-09-26,102.070000,102.269997,102.029999,102.220001,79.152435,18800
2007-09-27,102.260002,102.459999,102.260002,102.449997,79.330505,6800
2007-09-28,102.379997,102.599998,102.269997,102.400002,79.291740,24300
2007-10-01,102.099998,102.220001,101.919998,102.089996,79.332184,46600
2007-10-02,101.980003,102.290001,101.900002,102.239998,79.448723,12400
2007-10-03,102.400002,102.400002,102.040001,102.129997,79.363243,6200
2007-10-04,102.139999,102.260002,102.089996,102.230003,79.440956,9300
2007-10-05,101.800003,101.849998,101.650002,101.750000,79.067970,8400
2007-10-08,101.680000,101.989998,101.680000,101.989998,79.254456,19600
2007-10-09,101.769997,101.790001,101.610001,101.610001,78.959145,37000
2007-10-10,101.480003,101.720001,101.430000,101.660004,78.998077,9000
2007-10-11,101.480003,101.720001,101.389999,101.709999,79.036896,45800
2007-10-12,101.580002,101.650002,101.480003,101.570000,78.928108,42500
2007-10-15,101.300003,101.540001,101.300003,101.489998,78.865929,5600
2007-10-16,101.699997,101.730003,101.589996,101.720001,79.044678,15300
2007-10-17,101.730003,102.120003,101.730003,102.059998,79.308861,10200
2007-10-18,102.300003,102.540001,102.300003,102.529999,79.674095,26200
2007-10-19,102.669998,102.940002,102.669998,102.940002,79.992638,40400
2007-10-22,102.910004,103.059998,102.790001,102.940002,79.992638,11400
2007-10-23,102.599998,103.029999,102.599998,102.900002,79.961617,39900
2007-10-24,103.019997,103.430000,103.019997,103.279999,80.256882,49900
2007-10-25,103.379997,103.419998,103.239998,103.300003,80.272453,10000
2007-10-26,103.150002,103.379997,103.000000,103.209999,80.202499,16800
2007-10-29,103.150002,103.250000,103.010002,103.190002,80.186935,15500
2007-10-30,103.209999,103.220001,103.010002,103.209999,80.202499,12600
2007-10-31,103.080002,103.120003,102.709999,102.849998,79.922821,17800
2007-11-01,102.550003,103.120003,102.550003,103.050003,80.361008,24600
2007-11-02,103.080002,103.440002,103.050003,103.180000,80.462410,12200
2007-11-05,103.400002,103.430000,103.199997,103.220001,80.493561,18300
2007-11-06,103.139999,103.300003,103.089996,103.129997,80.423363,5500
2007-11-07,103.199997,103.570000,103.199997,103.500000,80.711937,30200
2007-11-08,103.559998,103.959999,103.559998,103.820000,80.961525,102400
2007-11-09,104.199997,104.230003,103.949997,104.160004,81.226654,22800
2007-11-12,104.290001,104.300003,104.080002,104.290001,81.327995,13100
2007-11-13,104.080002,104.080002,103.669998,103.669998,80.844536,13700
2007-11-14,103.599998,103.900002,103.599998,103.900002,81.023895,24900
2007-11-15,104.199997,104.449997,103.959999,104.300003,81.335777,21600
2007-11-16,104.199997,104.559998,104.199997,104.300003,81.335777,25100
2007-11-19,104.260002,105.120003,104.260002,104.980003,81.866081,8900
2007-11-20,105.040001,105.250000,104.760002,105.000000,81.881668,75300
2007-11-21,105.580002,105.870003,105.470001,105.650002,82.388542,21400
2007-11-23,105.500000,105.500000,105.209999,105.279999,82.100067,28100
2007-11-26,105.519997,106.349998,105.389999,106.160004,82.786301,47100
2007-11-27,106.250000,106.250000,105.400002,105.589996,82.341782,45000
2007-11-28,105.599998,105.660004,105.169998,105.339996,82.146805,20900
2007-11-29,105.750000,105.910004,105.580002,105.720001,82.443123,25100
2007-11-30,105.449997,105.900002,105.330002,105.900002,82.583481,27500
2007-12-03,108.760002,108.760002,105.610001,106.000000,82.929321,38300
2007-12-04,105.949997,106.129997,105.730003,105.959999,82.898026,57300
2007-12-05,105.900002,106.029999,105.669998,105.820000,82.788513,49600
2007-12-06,105.870003,105.870003,105.370003,105.389999,82.452034,32200
2007-12-07,105.230003,105.330002,104.839996,105.120003,82.240807,51300
2007-12-10,105.239998,105.260002,104.750000,104.809998,81.998314,85200
2007-12-11,105.120003,106.000000,104.900002,106.000000,82.929321,40700
2007-12-12,104.879997,105.500000,104.750000,105.230003,82.326927,54500
2007-12-13,105.160004,105.190002,104.050003,104.940002,82.100021,56400
2007-12-14,104.680000,104.790001,104.510002,104.559998,81.802704,35800
2007-12-17,104.750000,105.110001,104.709999,105.110001,82.233040,51700
2007-12-18,105.059998,105.360001,104.919998,105.070000,82.201736,19900
2007-12-19,105.419998,105.629997,105.050003,105.589996,82.608551,13000
2007-12-20,105.570000,105.790001,105.400002,105.610001,82.624191,26900
2007-12-21,105.389999,105.389999,105.000000,105.080002,82.209564,17500
2007-12-24,104.750000,104.959999,104.750000,104.860001,82.037422,7900
2007-12-26,104.779999,104.900002,104.510002,104.540001,81.787079,14500
2007-12-27,104.540001,104.669998,104.440002,104.660004,82.141823,15800
2007-12-28,104.959999,105.300003,104.900002,105.199997,82.565613,13800
2007-12-31,105.629997,105.629997,105.230003,105.519997,82.816795,204500
2008-01-02,105.660004,106.160004,105.419998,106.070000,83.248436,56600
2008-01-03,106.029999,106.250000,105.900002,106.230003,83.374077,10200
2008-01-04,106.550003,106.699997,106.500000,106.589996,83.656532,65300
2008-01-07,106.540001,106.739998,106.510002,106.699997,83.742958,41100
2008-01-08,106.589996,106.830002,106.449997,106.779999,83.805672,27900
2008-01-09,106.989998,107.180000,106.830002,106.830002,83.844963,122600
2008-01-10,106.910004,107.010002,106.669998,106.769997,83.797859,115900
2008-01-11,106.849998,107.199997,106.839996,107.180000,84.119644,26800
2008-01-14,107.150002,107.269997,107.070000,107.250000,84.174568,39900
2008-01-15,107.419998,107.529999,107.209999,107.529999,84.394341,88200
2008-01-16,107.610001,107.739998,107.349998,107.500000,84.370758,86400
2008-01-17,107.430000,108.059998,107.430000,108.040001,84.794601,39400
2008-01-18,107.900002,108.230003,107.739998,108.000000,84.763252,46300
2008-01-22,109.180000,109.180000,108.550003,108.970001,85.524567,104600
2008-01-23,110.019997,110.019997,108.650002,108.760002,85.359726,49200
2008-01-24,108.709999,108.739998,108.110001,108.110001,84.849518,131500
2008-01-25,107.699997,108.589996,107.610001,108.589996,85.226250,27000
2008-01-28,108.309998,108.580002,108.239998,108.430000,85.100662,48900
2008-01-29,108.220001,108.279999,107.940002,108.110001,84.849518,207500
2008-01-30,107.970001,108.250000,107.790001,108.239998,84.951561,40500
2008-01-31,108.750000,108.760002,108.370003,108.610001,85.241966,77800
2008-02-01,108.580002,108.730003,108.309998,108.570000,85.425354,218100
2008-02-04,108.230003,108.430000,108.209999,108.250000,85.173515,38100
2008-02-05,108.839996,108.989998,108.709999,108.949997,85.724304,65700
2008-02-06,108.739998,108.900002,108.620003,108.820000,85.622063,43900
2008-02-07,108.900002,108.900002,107.970001,108.199997,85.134178,32300
2008-02-08,108.449997,108.779999,108.430000,108.769997,85.582657,114900
2008-02-11,108.830002,109.059998,108.750000,108.910004,85.692825,30900
2008-02-12,108.580002,108.889999,108.330002,108.830002,85.629890,56200
2008-02-13,108.680000,108.930000,108.620003,108.680000,85.511856,194200
2008-02-14,108.489998,108.599998,108.309998,108.480003,85.354469,53500
2008-02-15,108.610001,108.610001,108.449997,108.589996,85.441032,46800
2008-02-19,108.129997,108.370003,107.809998,107.910004,84.906029,56600
2008-02-20,107.839996,108.080002,107.680000,107.760002,84.788025,16300
2008-02-21,107.720001,108.580002,107.709999,108.529999,85.393822,159700
2008-02-22,108.430000,108.680000,108.269997,108.279999,85.197090,60500
2008-02-25,108.139999,108.209999,107.750000,107.839996,84.850883,54000
2008-02-26,107.949997,108.190002,107.910004,108.080002,85.039772,58400
2008-02-27,108.599998,108.629997,108.110001,108.260002,85.181313,15700
2008-02-28,108.720001,109.160004,108.680000,109.110001,85.850204,47200
2008-02-29,109.650002,110.019997,109.550003,110.019997,86.566177,26300
2008-03-03,109.699997,109.800003,109.489998,109.620003,86.442375,162800
2008-03-04,109.820000,110.099998,109.500000,109.580002,86.410851,26900
2008-03-05,109.680000,109.699997,109.239998,109.339996,86.221611,56200
2008-03-06,109.570000,110.010002,109.570000,109.889999,86.655334,45000
2008-03-07,110.330002,110.379997,109.739998,110.190002,86.891861,87200
2008-03-10,110.209999,110.680000,110.180000,110.570000,87.191483,45800
2008-03-11,109.669998,109.820000,109.480003,109.519997,86.363548,30400
2008-03-12,109.720001,110.379997,109.599998,110.360001,87.025948,30700
2008-03-13,110.599998,110.699997,109.989998,110.169998,86.876068,120000
2008-03-14,110.360001,111.040001,110.360001,110.910004,87.459648,191700
2008-03-17,111.480003,111.769997,111.190002,111.440002,87.877586,80300
2008-03-18,111.260002,111.279999,110.650002,110.750000,87.333466,51000
2008-03-19,110.610001,111.279999,110.519997,111.269997,87.743507,162000
2008-03-20,111.260002,111.290001,110.879997,111.150002,87.648888,61100
2008-03-24,110.459999,110.489998,109.820000,109.870003,86.639534,98500
2008-03-25,110.040001,110.199997,109.790001,109.949997,86.702583,67200
2008-03-26,110.239998,110.320000,110.000000,110.250000,86.939133,97100
2008-03-27,110.089996,110.330002,110.000000,110.209999,86.907661,22000
2008-03-28,110.230003,110.440002,110.059998,110.419998,87.073212,36700
2008-03-31,110.680000,110.690002,110.510002,110.629997,87.238831,46300
2008-04-01,109.900002,109.910004,109.400002,109.500000,86.546501,140100
2008-04-02,109.320000,109.389999,109.010002,109.190002,86.301491,137400
2008-04-03,109.430000,109.449997,108.949997,109.029999,86.175011,37500
2008-04-04,109.410004,109.599998,109.410004,109.559998,86.593925,30100
2008-04-07,109.120003,109.279999,108.750000,109.000000,86.151283,84500
2008-04-08,109.180000,109.290001,109.029999,109.050003,86.190819,265400
2008-04-09,109.320000,109.709999,109.220001,109.620003,86.641304,73800
2008-04-10,109.669998,109.739998,109.260002,109.370003,86.443695,41500
2008-04-11,109.690002,109.809998,109.639999,109.750000,86.744064,31200
2008-04-14,109.669998,109.849998,109.570000,109.599998,86.625450,54700
2008-04-15,109.400002,109.529999,109.220001,109.269997,86.364685,26800
2008-04-16,109.190002,109.260002,108.570000,108.650002,85.874672,91200
2008-04-17,108.620003,108.750000,108.190002,108.440002,85.708687,74900
2008-04-18,107.970001,108.250000,107.610001,108.230003,85.542664,199300
2008-04-21,108.099998,108.290001,107.940002,108.129997,85.463608,89700
2008-04-22,108.019997,108.209999,108.000000,108.169998,85.495255,68300
2008-04-23,108.150002,108.180000,107.959999,108.000000,85.360916,30700
2008-04-24,107.709999,107.790001,107.279999,107.440002,84.918274,114400
2008-04-25,107.320000,107.470001,107.160004,107.230003,84.752289,95900
2008-04-28,107.309998,107.570000,107.309998,107.480003,84.949913,22300
2008-04-29,107.629997,107.790001,107.519997,107.669998,85.100044,100200
2008-04-30,107.599998,107.919998,107.360001,107.839996,85.234421,102900
2008-05-01,107.900002,107.930000,107.360001,107.360001,85.067276,184800
2008-05-02,106.959999,107.220001,106.910004,106.980003,84.766182,151300
2008-05-05,107.190002,107.269997,106.730003,107.150002,84.900841,89600
2008-05-06,107.400002,107.480003,107.059998,107.070000,84.837479,83200
2008-05-07,106.980003,107.410004,106.980003,107.370003,85.075157,46500
2008-05-08,107.500000,107.870003,107.470001,107.870003,85.471336,17400
2008-05-09,108.000000,108.070000,107.830002,107.889999,85.487190,66100
2008-05-12,107.809998,108.019997,107.699997,107.699997,85.336655,21600
2008-05-13,107.300003,107.360001,107.000000,107.019997,84.797882,51100
2008-05-14,107.239998,107.239998,106.639999,106.879997,84.686897,46000
2008-05-15,106.889999,107.360001,106.889999,107.360001,85.067276,173100
2008-05-16,107.120003,107.550003,107.120003,107.180000,84.924660,31300
2008-05-19,107.309998,107.459999,107.099998,107.430000,85.122734,23600
2008-05-20,107.540001,107.720001,107.500000,107.650002,85.297035,85600
2008-05-21,107.449997,107.629997,107.339996,107.440002,85.130615,60400
2008-05-22,107.040001,107.040001,106.639999,106.820000,84.639404,90700
2008-05-23,107.040001,107.269997,107.010002,107.269997,84.995956,52900
2008-05-27,106.860001,107.080002,106.769997,106.800003,84.623573,92400
2008-05-28,106.610001,106.650002,106.279999,106.290001,84.219429,63100
2008-05-29,106.070000,106.150002,105.760002,106.040001,84.021378,113500
2008-05-30,106.349998,106.400002,106.230003,106.250000,84.187782,52700
2008-06-02,107.209999,107.209999,103.470001,106.440002,84.563553,161200
2008-06-03,106.400002,107.120003,106.320000,106.989998,85.000481,660900
2008-06-04,107.150002,107.150002,106.720001,106.790001,84.841591,338900
2008-06-05,106.510002,106.669998,106.389999,106.389999,84.523773,98600
2008-06-06,106.739998,107.180000,106.739998,107.070000,85.064049,33600
2008-06-09,106.470001,106.620003,106.139999,106.199997,84.372818,60300
2008-06-10,105.940002,105.940002,105.500000,105.559998,83.864418,158500
2008-06-11,105.879997,106.139999,105.599998,105.889999,84.126595,21300
2008-06-12,105.389999,105.459999,104.919998,104.940002,83.371819,45400
2008-06-13,105.059998,105.339996,104.790001,104.830002,83.284401,235900
2008-06-16,105.040001,105.040001,104.790001,104.800003,83.260628,36500
2008-06-17,105.050003,105.250000,104.930000,105.239998,83.610146,37200
2008-06-18,105.389999,105.639999,105.339996,105.570000,83.872314,31200
2008-06-19,105.320000,105.440002,105.120003,105.120003,83.514854,25900
2008-06-20,105.550003,105.680000,105.430000,105.519997,83.832634,12200
2008-06-23,105.559998,105.580002,105.290001,105.379997,83.721436,48400
2008-06-24,105.580002,105.919998,105.580002,105.760002,84.023308,62600
2008-06-25,105.790001,105.900002,105.470001,105.839996,84.086876,118100
2008-06-26,106.250000,106.430000,106.099998,106.400002,84.531761,78400
2008-06-27,106.660004,106.769997,106.570000,106.699997,84.770119,24500
2008-06-30,106.550003,106.800003,106.540001,106.750000,84.809807,16300
2008-07-01,106.900002,106.900002,106.339996,106.360001,84.719856,89500
2008-07-02,106.500000,106.680000,106.410004,106.610001,84.918930,210300
2008-07-03,106.589996,106.830002,106.550003,106.779999,85.054337,186600
2008-07-07,106.750000,107.290001,106.680000,107.040001,85.261475,77500
2008-07-08,106.980003,107.250000,106.980003,107.120003,85.325127,14600
2008-07-09,106.989998,107.599998,106.989998,107.570000,85.683632,23800
2008-07-10,107.480003,107.629997,107.379997,107.529999,85.651802,27300
2008-07-11,107.430000,107.430000,106.680000,106.779999,85.054337,28200
2008-07-14,106.860001,107.360001,106.760002,107.220001,85.404823,38600
2008-07-15,107.440002,107.879997,107.400002,107.570000,85.683632,267300
2008-07-16,107.449997,107.529999,107.099998,107.099998,85.309227,154400
2008-07-17,107.040001,107.139999,106.480003,106.650002,84.950798,62300
2008-07-18,106.690002,106.830002,106.250000,106.290001,84.664055,115400
2008-07-21,106.269997,106.430000,106.099998,106.410004,84.759628,29600
2008-07-22,106.389999,106.389999,106.029999,106.150002,84.552589,18200
2008-07-23,105.959999,106.050003,105.750000,106.040001,84.464951,56400
2008-07-24,106.139999,106.730003,106.110001,106.709999,84.998611,92000
2008-07-25,106.580002,106.730003,106.309998,106.400002,84.751709,585600
2008-07-28,106.730003,106.919998,106.660004,106.879997,85.134033,77000
2008-07-29,106.720001,106.720001,106.489998,106.580002,84.895004,43100
2008-07-30,106.459999,106.790001,106.389999,106.720001,85.006584,88500
2008-07-31,107.180000,107.300003,107.059998,107.239998,85.420723,25000
2008-08-01,106.930000,107.120003,106.930000,107.089996,85.514977,24500
2008-08-04,107.010002,107.230003,106.930000,107.029999,85.467072,394800
2008-08-05,106.879997,106.989998,106.800003,106.809998,85.291412,108500
2008-08-06,106.760002,106.790001,106.500000,106.769997,85.259460,141500
2008-08-07,107.070000,107.470001,107.070000,107.440002,85.794456,19000
2008-08-08,107.449997,107.459999,107.139999,107.269997,85.658760,37700
2008-08-11,107.190002,107.190002,106.709999,106.940002,85.395248,23400
